,INDEX,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
11558,14572,2,7.6,0.19,0.36,2.4,0.406,261.0,,0.94957,3.6,0.46,5.5,-1,8,1.0
11559,14573,0,7.4,2.28,1.96,9.7,0.165,24.0,222.0,0.9961,3.42,,11.5,0,8,1.0
11560,14576,4,15.2,1.14,0.72,1.6,0.043,,87.0,0.9911,4.0,0.48,11.9,0,9,3.0
11561,14577,2,11.5,1.12,0.88,53.9,0.035,23.0,110.0,0.9459799999999999,2.24,0.77,,-1,8,
11562,14578,5,6.8,0.18,0.5,9.8,0.131,256.0,113.0,0.96315,3.12,0.1,,0,7,2.0
11563,14580,4,5.8,0.85,0.39,45.8,0.038,131.0,136.0,0.96246,3.26,0.59,8.1,0,6,3.0
11564,14583,5,13.7,0.35,0.26,61.4,0.03,12.0,76.0,1.00668,2.35,0.37,10.9,0,6,2.0
11565,14584,3,1.0,1.11,0.01,,0.051,33.0,173.0,0.9907,3.09,0.64,3.8,0,8,1.0
11566,14585,4,2.3,0.3,0.18,13.4,0.046,35.0,206.0,0.93205,1.98,0.43,9.5,0,7,2.0
11567,14587,0,7.4,3.565,1.69,44.8,0.094,19.0,98.0,1.02505,5.64,,17.166666667,0,8,
11568,14588,0,8.9,0.67,0.2,10.7,0.12,123.5,11.0,0.99669,1.1,0.48,10.6,0,10,
11569,14589,2,7.8,0.355,0.6,61.6,0.006999999999999999,522.0,504.0,1.03898,2.62,0.98,6.9,-2,9,1.0
11570,14590,4,7.6,0.77,0.58,16.75,0.109,390.0,232.0,1.02972,3.15,0.45,9.2,1,9,2.0
11571,14592,3,6.7,1.43,0.92,5.0,0.006,127.0,145.0,1.0335299999999998,2.97,1.6,9.4,0,7,
11572,14593,4,2.3,0.92,0.34,7.8,0.036000000000000004,49.0,128.0,0.99397,3.44,0.4,5.0,0,8,3.0
11573,14594,0,5.3,0.13,0.64,18.2,0.247,23.0,,0.99269,3.41,1.5,12.1,0,8,1.0
11574,14595,0,10.2,0.24,1.21,25.2,0.042,42.0,123.0,1.02675,3.34,1.34,10.9,0,7,1.0
11575,14596,2,6.7,0.77,0.39,55.0,0.183,348.0,,0.9979399999999999,3.31,1.24,9.3,-1,8,3.0
11576,14597,4,7.3,0.2,1.18,19.5,0.147,132.0,73.0,1.0122,4.13,0.48,14.7,0,8,1.0
11577,14601,4,7.1,0.28,0.19,12.8,0.04,173.0,147.0,0.98011,3.23,0.16,15.5,1,8,3.0
11578,14602,5,18.3,0.61,0.37,9.8,0.41100000000000003,34.0,417.0,0.99045,3.26,0.6,,0,7,2.0
11579,14603,4,7.8,1.21,0.46,34.5,0.547,301.0,159.0,0.9911,,1.57,11.9,0,9,
11580,14604,4,5.0,1.535,0.07,7.1,,34.0,557.0,0.9945,4.29,0.57,10.2,0,6,2.0
11581,14605,1,15.2,1.085,0.51,14.6,0.784,337.0,138.0,1.05955,3.09,0.52,9.1,-2,9,
11582,14606,2,3.9,0.495,0.55,5.0,0.209,51.0,194.0,0.9939600000000001,3.3,,9.3,-1,7,2.0
11583,14607,3,3.4,1.0,1.03,9.4,0.307,228.0,946.0,0.9971399999999999,3.07,0.61,9.4,0,8,2.0
11584,14608,3,8.0,1.155,1.05,1.9,0.41200000000000003,39.0,,0.9639,3.34,0.65,10.5,-1,9,1.0
11585,14609,1,6.6,0.25,0.49,8.1,0.027000000000000003,54.0,255.0,0.9958,2.69,3.85,6.1,-2,7,
11586,14610,3,3.4,0.52,0.42,1.1,0.545,156.0,197.0,1.01482,3.78,3.03,5.3,0,7,
11587,14611,4,2.3,0.34,0.21,6.6,0.04,256.0,167.0,0.99956,3.29,0.62,10.0,1,6,2.0
11588,14614,6,6.0,1.13,1.12,30.0,0.499,168.0,145.0,1.0006,2.13,1.76,8.8,0,9,4.0
11589,14615,0,3.1,0.9,0.13,20.0,0.036000000000000004,111.0,219.0,0.9938799999999999,,0.01,9.7,-1,8,
11590,14616,4,7.8,0.66,0.25,1.4,0.036000000000000004,403.0,83.0,1.01217,3.03,,16.9,0,8,2.0
11591,14617,2,6.8,0.51,1.84,1.6,0.5589999999999999,10.0,152.0,0.9948,2.2,0.22,13.0,-1,7,2.0
11592,14618,6,0.3,1.2,1.0,38.7,0.46,69.0,393.0,1.0004,3.15,1.89,9.3,1,9,2.0
11593,14619,2,16.8,0.28,0.41,60.9,0.044000000000000004,62.0,,0.9867100000000001,3.28,0.45,15.2,-1,8,2.0
11594,14620,3,6.9,1.51,1.07,3.3,0.271,26.0,124.0,0.96993,3.18,0.85,10.0,-1,7,3.0
11595,14621,4,5.0,1.46,1.94,34.9,0.162,55.0,177.0,0.9983,4.75,0.68,9.9,0,7,2.0
11596,14622,2,6.3,1.53,0.56,8.8,0.08,30.0,114.0,0.99803,3.47,0.66,15.7,0,7,
11597,14623,3,2.1,1.16,0.28,4.75,0.042,224.0,166.0,0.9928,1.31,0.44,11.5,0,8,1.0
11598,14625,0,1.9,1.76,0.0,57.9,0.08,22.0,36.0,0.95515,3.4,0.74,9.7,0,7,
11599,14627,0,7.0,1.5,1.05,8.8,0.455,28.0,67.0,0.99898,4.67,1.23,9.7,1,8,
11600,14628,0,13.4,0.425,0.11,1.9,0.308,16.0,867.0,1.03769,3.19,0.3,12.1,1,9,
11601,14629,2,8.3,0.825,0.15,1.8,,14.0,353.0,0.9968,3.23,0.77,9.5,-1,9,2.0
11602,14631,4,7.5,1.3,0.44,11.3,0.033,94.0,63.0,1.0438,2.39,0.45,15.1,0,8,2.0
11603,14632,0,17.4,1.42,0.89,57.3,0.107,207.0,,0.99608,2.75,,6.3,0,9,2.0
11604,14634,1,6.3,0.46,1.12,7.6,0.397,152.0,153.0,0.96765,3.16,0.54,3.1,-1,7,1.0
11605,14635,5,0.9,0.08,0.66,17.2,0.483,60.0,424.0,1.04751,3.23,0.43,8.8,1,7,2.0
11606,14636,4,10.2,0.43,0.44,17.05,0.452,,623.0,1.04121,2.73,1.39,17.6,0,7,3.0
11607,14637,3,13.0,0.91,0.42,18.7,0.431,34.0,124.0,1.0231700000000001,3.53,0.46,4.6,1,11,3.0
11608,14638,3,4.4,0.97,0.41,55.6,0.044000000000000004,102.0,126.0,0.96467,3.28,0.47,5.8,0,8,1.0
11609,14640,0,7.9,0.28,0.41,1.0,0.04,32.0,576.0,0.97041,2.88,0.41,3.4,0,9,
11610,14641,4,7.6,0.14,0.74,,0.04,27.0,92.0,0.9693200000000001,3.74,0.3,10.4,-1,8,1.0
11611,14644,0,1.8,0.56,0.06,3.4,0.5760000000000001,37.0,153.0,0.98303,4.02,0.65,10.1,1,10,
11612,14645,4,4.2,0.25,0.32,5.5,0.474,41.0,176.0,0.995,3.19,0.68,,0,7,2.0
11613,14646,4,1.0,1.72,0.26,9.55,0.474,35.0,91.0,0.9919,3.14,0.37,12.4,0,7,4.0
11614,14647,4,8.2,0.3,0.44,12.4,0.183,313.0,154.0,0.9945200000000001,5.09,0.33,21.6,0,9,1.0
11615,14648,0,7.8,0.7,1.62,52.4,0.114,56.0,29.0,0.95931,2.37,1.56,11.7,1,9,
11616,14651,5,16.1,1.57,0.34,5.3,0.46299999999999997,34.0,134.0,1.0252,3.21,0.38,14.3,1,7,4.0
11617,14652,0,15.0,0.915,0.03,59.4,0.222,261.0,58.0,0.995,3.61,0.49,9.6,1,7,
11618,14654,0,6.0,2.62,0.27,15.5,0.297,31.0,94.0,0.99408,2.55,1.25,8.9,0,7,
11619,14657,0,6.5,0.23,1.49,6.4,0.152,203.0,238.0,0.9555,3.15,0.42,9.5,-1,7,
11620,14658,0,2.3,1.66,1.67,2.1,0.062,369.0,14.0,1.00734,3.44,0.73,10.6,0,11,
11621,14659,3,13.4,0.43,0.49,3.8,0.042,,43.0,1.00755,3.84,1.59,10.2,0,9,
11622,14660,0,8.2,1.06,0.49,2.3,0.099,47.0,133.0,0.98935,2.17,0.23,15.3,0,9,
11623,14661,3,14.5,0.33,0.11,,0.596,126.0,485.0,0.9888899999999999,3.33,0.54,13.8,-1,6,3.0
11624,14664,3,13.9,0.67,1.47,45.3,0.02,151.0,187.0,0.9872200000000001,3.3,0.34,8.3,0,5,2.0
11625,14665,3,7.0,0.85,1.25,11.6,0.175,175.0,31.0,0.9806600000000001,2.47,0.47,9.4,0,8,2.0
11626,14666,3,6.1,1.86,0.32,6.2,0.17300000000000001,10.0,94.0,0.9583,3.35,0.47,10.1,0,7,
11627,14667,3,6.2,0.01,0.31,28.4,0.08800000000000001,15.0,229.0,0.9969,3.66,0.79,12.0,0,7,1.0
11628,14668,6,7.8,0.32,0.33,10.4,0.872,47.0,194.0,0.97214,3.8,0.58,9.6,2,8,3.0
11629,14669,5,6.1,0.18,2.11,8.3,0.297,22.0,134.0,0.9903,3.9,2.11,10.8,0,7,3.0
11630,14670,4,14.4,0.82,0.2,8.0,0.485,190.0,299.0,0.99445,3.98,0.08,8.7,0,7,2.0
11631,14671,4,6.5,0.34,0.4,,0.040999999999999995,52.0,184.0,0.9926799999999999,3.16,1.37,7.5,0,7,2.0
11632,14672,4,6.2,0.92,0.59,36.6,0.253,17.0,51.0,0.9932,4.52,0.7,,0,7,3.0
11633,14675,3,29.4,1.11,0.27,53.0,0.044000000000000004,45.0,20.0,1.04485,3.2,1.32,9.8,-1,7,
11634,14677,3,17.5,0.88,0.35,39.2,0.643,19.0,311.0,0.9938,3.3,0.53,,-2,7,2.0
11635,14678,5,7.5,0.14,0.32,5.0,0.039,54.0,560.0,0.9956,3.22,0.43,7.6,1,7,2.0
11636,14679,4,7.5,0.18,1.29,2.6,0.7390000000000001,8.0,33.0,0.9968,2.32,1.56,11.6,0,8,2.0
11637,14680,0,6.5,0.24,0.28,6.3,0.8440000000000001,26.0,83.0,0.9892799999999999,3.25,0.38,,-1,7,
11638,14681,0,10.9,0.39,0.65,1.8,0.052000000000000005,214.0,59.0,1.04866,3.75,0.75,9.8,0,12,2.0
11639,14683,6,8.6,0.69,0.49,9.4,0.055999999999999994,29.0,113.0,1.01167,2.7,1.29,17.8,1,8,3.0
11640,14684,5,17.2,0.99,0.75,,0.444,24.0,295.0,0.95363,3.11,2.69,11.2,0,7,2.0
11641,14686,3,10.1,0.01,0.44,6.5,0.503,150.0,161.0,0.9952,4.23,0.88,9.5,0,8,1.0
11642,14687,5,4.5,1.555,0.4,7.4,0.096,6.0,28.0,0.9970399999999999,3.07,0.65,10.033333333,1,12,2.0
11643,14688,3,4.3,1.35,1.29,121.0,0.408,193.0,209.0,1.01078,3.45,1.31,11.5,-1,8,2.0
11644,14690,0,2.5,0.62,0.42,2.0,0.015,11.0,27.0,1.02801,3.44,2.35,9.4,0,9,
11645,14691,4,8.6,0.57,0.26,55.6,0.502,73.0,529.0,0.9926,3.37,0.44,10.4,0,7,2.0
11646,14692,2,5.3,1.15,0.35,,0.314,121.0,67.0,1.02976,3.3,2.47,8.7,0,6,1.0
11647,14694,2,7.9,0.53,0.27,4.0,0.40399999999999997,15.0,486.0,0.98864,2.2,0.66,9.4,-2,9,
11648,14695,0,13.9,0.55,0.67,35.2,0.106,12.0,345.0,0.9959,3.05,0.63,9.2,-1,8,
11649,14696,4,17.6,0.18,0.43,19.75,0.78,53.0,174.0,0.95226,3.25,0.35,10.5,0,7,3.0
11650,14698,0,10.6,0.45,2.03,8.3,0.544,141.0,2.0,0.9976,3.94,0.35,9.8,1,11,
11651,14699,4,3.7,0.77,0.26,8.9,0.052000000000000005,45.0,293.0,0.9938799999999999,3.16,0.4,7.5,0,7,
11652,14701,0,5.7,0.265,1.24,60.3,,122.0,150.0,0.9929899999999999,3.36,1.72,8.7,1,6,
11653,14702,5,8.2,1.76,0.71,10.2,0.5539999999999999,31.0,505.0,1.01196,3.0,,13.5,0,9,1.0
11654,14703,4,7.2,0.32,0.77,8.25,0.02,170.0,104.0,1.0030299999999999,2.99,0.44,2.1,0,8,
11655,14705,3,6.6,0.35,0.35,32.4,0.031,307.0,189.0,0.9938,3.19,0.23,10.5,0,7,2.0
11656,14706,4,6.4,0.33,1.07,7.2,0.067,42.0,567.0,0.99331,2.19,1.63,14.8,0,7,1.0
11657,14707,4,0.5,0.46,0.42,42.1,0.26899999999999996,,123.0,0.99477,3.14,3.03,10.9,0,8,2.0
11658,14708,1,9.2,0.33,1.22,7.4,0.501,,600.0,0.9954,3.19,,10.1,-2,10,1.0
11659,14709,3,1.4,2.95,0.54,7.0,0.604,106.0,95.0,0.99454,3.19,0.31,10.4,0,7,1.0
11660,14711,5,4.3,0.29,0.02,4.7,0.059000000000000004,332.0,81.0,0.99036,2.02,0.56,12.7,-1,7,2.0
11661,14712,0,6.3,0.32,0.32,1.5,0.11900000000000001,24.0,98.0,0.9892299999999999,3.21,0.42,13.8,0,7,
11662,14713,3,5.1,0.18,0.18,67.4,0.129,187.0,79.0,0.9932,3.32,0.43,11.6,0,6,2.0
11663,14714,4,6.6,0.34,0.6,60.0,0.046,68.0,358.0,0.9949399999999999,3.15,,15.433333333,0,7,1.0
11664,14715,2,8.4,0.07,1.28,1.5,0.14300000000000002,173.0,442.0,0.97641,2.96,0.5,10.8,-1,8,2.0
11665,14716,7,1.1,0.72,0.27,40.4,0.563,30.0,134.0,0.9927,4.25,0.84,12.9,2,7,2.0
11666,14717,3,6.6,0.63,0.16,56.7,0.299,217.0,180.0,0.9958,3.08,2.16,10.2,0,7,1.0
11667,14718,4,27.1,0.21,0.86,1.2,0.04,230.0,179.0,1.03216,3.57,0.08,11.3,0,6,1.0
11668,14720,4,7.1,1.21,0.92,57.7,0.063,156.0,136.0,0.9911,3.36,0.42,8.9,0,7,1.0
11669,14721,3,5.3,0.33,0.47,1.6,0.113,5.0,184.0,1.04364,3.34,2.24,9.2,0,7,2.0
11670,14722,3,6.8,0.4,0.87,7.0,0.038,243.0,489.0,0.99206,1.76,1.14,14.0,-1,7,2.0
11671,14723,2,7.4,0.21,1.54,67.8,0.513,77.0,509.0,0.9611700000000001,3.13,0.48,21.0,-1,8,
11672,14725,4,6.7,1.17,0.33,76.3,0.051,,105.0,1.00157,4.42,0.38,9.9,1,7,2.0
11673,14726,0,11.4,0.625,1.9,6.2,0.41100000000000003,102.0,321.0,0.9889899999999999,3.11,0.87,12.3,1,13,
11674,14727,3,18.0,0.63,0.58,94.65,0.05,100.0,163.0,1.04487,2.5,0.54,9.2,0,9,2.0
11675,14729,3,6.4,0.28,0.23,6.0,,95.0,464.0,0.9940000000000001,3.15,0.35,10.2,0,7,2.0
11676,14730,2,19.3,0.6,0.1,2.2,0.02,199.0,7.0,1.0415299999999998,2.39,1.04,13.1,-1,9,
11677,14731,5,13.6,0.35,0.99,56.7,0.157,34.0,378.0,0.98516,3.11,0.53,9.0,1,8,1.0
11678,14732,4,7.2,0.39,0.39,1.4,0.38299999999999995,32.0,150.0,0.95486,2.94,0.9,9.0,0,8,2.0
11679,14733,6,6.3,0.42,0.32,8.8,0.034,550.0,543.0,0.99172,3.28,0.24,12.9,1,7,2.0
11680,14734,3,9.6,0.99,0.46,1.45,0.039,77.5,,0.9944,1.69,,9.5,-1,10,1.0
11681,14737,3,9.1,0.56,0.0,25.7,0.05,196.0,182.0,0.9795,3.35,0.52,15.8,-1,8,2.0
11682,14738,3,5.8,0.28,0.57,61.0,0.026000000000000002,36.0,164.0,0.9896299999999999,4.06,0.58,12.75,-1,6,1.0
11683,14739,5,6.8,1.18,0.25,43.7,0.031,22.0,134.0,0.98987,2.06,1.11,12.4,0,7,2.0
11684,14740,0,11.9,2.005,0.0,,0.508,68.0,204.0,1.03037,3.59,2.39,4.7,1,7,
11685,14742,4,6.9,0.26,0.85,62.7,0.07,37.0,88.0,1.0074100000000001,2.31,0.4,11.4,0,7,2.0
11686,14743,5,1.1,0.26,0.68,1.4,0.02,289.0,157.0,0.9908899999999999,1.04,2.3,19.9,0,7,2.0
11687,14745,2,8.0,0.41,2.18,26.4,0.574,22.0,148.0,0.99266,3.3,0.51,4.1333333332999995,-1,7,1.0
11688,14746,3,0.3,0.34,0.26,69.4,0.511,53.0,367.0,0.9984,4.61,0.55,,-1,7,1.0
11689,14747,3,25.1,0.47,0.65,10.4,0.16399999999999998,,192.0,0.9976,2.96,0.42,10.4,0,8,
11690,14748,2,5.6,2.07,0.18,50.5,0.252,6.0,362.0,0.99974,2.74,0.62,8.7,0,6,
11691,14749,0,13.9,1.33,2.83,33.0,0.081,24.0,299.0,0.99745,3.48,0.03,7.9,0,8,
11692,14750,4,6.0,0.33,0.38,26.0,0.20600000000000002,191.0,120.0,0.97509,4.53,0.26,23.3,0,7,2.0
11693,14751,2,12.8,1.93,0.39,7.8,,49.0,208.0,0.9976,3.66,0.51,14.5,-2,9,1.0
11694,14752,5,7.4,2.64,0.28,7.25,0.7240000000000001,53.0,61.0,0.9923799999999999,2.51,0.37,9.8,0,8,3.0
11695,14754,0,6.8,0.2,0.78,1.2,0.483,183.0,68.0,0.9902,3.14,1.76,5.7,-1,7,
11696,14755,6,2.7,0.105,0.29,3.5,0.32,171.0,140.0,0.9914200000000001,3.93,0.55,11.7,1,7,3.0
11697,14757,4,17.1,0.22,0.34,1.4,0.023,106.0,115.0,0.97857,4.17,0.7,11.7,0,7,2.0
11698,14758,0,15.8,0.46,1.25,9.8,0.031,518.0,125.0,0.9947600000000001,2.49,2.53,12.9,1,7,
11699,14759,3,6.9,0.26,0.28,12.6,0.051,104.0,173.0,1.0029299999999999,2.14,0.38,14.1,0,7,
11700,14760,5,16.2,1.0,1.62,8.2,0.619,37.0,260.0,0.9644299999999999,2.87,2.32,11.6,1,11,3.0
11701,14761,3,6.0,0.26,0.87,33.8,0.055,50.0,227.0,1.0334299999999998,2.01,,9.0,0,6,1.0
11702,14763,4,8.2,1.26,1.42,72.4,0.13699999999999998,225.0,512.0,1.04695,4.08,0.65,16.1,0,9,2.0
11703,14764,6,7.1,0.31,0.37,8.6,0.299,222.0,114.0,1.0406,3.81,0.49,12.7,1,8,4.0
11704,14766,3,17.0,0.52,1.38,3.0,0.094,,59.0,0.9472200000000001,3.36,0.62,9.1,0,8,2.0
11705,14767,4,6.4,0.1,0.35,4.9,0.309,31.0,476.0,0.9784200000000001,4.17,0.79,9.7,0,7,1.0
11706,14768,0,6.8,0.22,0.12,1.4,0.057999999999999996,34.0,336.0,0.9797100000000001,3.75,0.77,13.0,0,7,
11707,14769,0,10.5,1.5,2.1,2.4,0.107,6.0,67.0,1.04647,1.63,,16.6,-1,12,1.0
11708,14770,2,8.2,0.29,0.45,4.7,0.03,151.0,118.0,0.9954,3.14,0.34,9.6,-1,9,1.0
11709,14771,2,4.4,0.33,2.11,1.1,1.254,179.0,,0.96641,3.09,0.57,3.6,0,8,
11710,14772,4,7.5,1.98,0.49,44.3,0.51,42.0,165.0,0.9640000000000001,2.27,1.01,5.8,0,8,1.0
11711,14773,6,15.6,0.17,1.34,1.5,0.027999999999999997,312.0,286.0,0.9922,3.3,1.43,10.8,1,8,2.0
11712,14774,0,6.5,0.22,0.41,82.5,0.084,240.0,154.0,1.01158,3.23,,9.1,0,7,1.0
11713,14775,3,3.9,0.2,0.49,2.9,0.27899999999999997,215.0,878.0,0.97808,3.16,1.28,6.0,0,9,
11714,14776,5,17.0,0.18,0.3,12.8,0.062,221.0,602.0,0.97639,3.0,0.52,5.5,0,7,3.0
11715,14777,0,8.2,1.23,0.78,2.4,0.021,226.0,47.0,0.9959899999999999,3.27,0.81,11.0,-1,9,
11716,14778,6,5.9,0.22,0.35,2.0,0.5529999999999999,313.0,92.0,0.99225,3.37,0.58,10.1,1,6,4.0
11717,14779,4,16.8,0.95,2.05,15.4,0.052000000000000005,81.0,586.0,0.9986,3.2,0.69,6.1,1,8,2.0
11718,14780,3,5.3,0.2,0.37,1.5,0.049,28.0,129.0,0.93619,3.15,1.4,5.3,0,8,
11719,14781,4,9.5,0.42,0.41,48.7,0.433,22.0,202.0,0.9951,2.08,0.52,11.0,0,10,2.0
11720,14782,0,0.4,0.805,1.28,2.5,0.068,7.0,141.0,0.95542,,,9.8,1,8,
11721,14785,0,6.8,1.01,0.3,12.8,0.42700000000000005,112.0,171.0,0.99808,3.0,0.52,9.0,-1,7,
11722,14787,1,7.3,0.81,0.59,29.3,0.044000000000000004,45.0,7.0,0.9966,3.26,1.82,9.0,-2,8,
11723,14788,5,0.5,1.62,0.38,7.2,0.057999999999999996,246.0,57.0,1.0000200000000001,3.09,1.1,14.0,1,8,3.0
11724,14789,4,8.6,0.26,1.16,2.2,0.049,108.0,111.0,0.9941,2.66,0.44,10.0,1,9,1.0
11725,14791,5,13.7,2.13,0.36,36.2,0.004,130.0,243.0,0.94039,3.7,0.68,7.7,0,6,2.0
11726,14792,3,6.1,0.93,0.44,1.5,0.345,502.0,251.0,0.9894700000000001,3.3,0.45,9.6,0,7,1.0
11727,14794,3,17.3,0.5,0.28,48.3,0.431,17.0,155.0,1.00597,4.14,0.6,14.2,0,8,2.0
11728,14795,4,11.3,0.24,0.48,6.8,0.45799999999999996,,134.0,0.9464899999999999,2.28,0.13,10.0,1,9,3.0
11729,14797,5,6.8,0.21,0.74,58.0,,101.0,108.0,0.9916,4.11,0.4,,1,8,3.0
11730,14798,0,8.9,0.94,2.58,2.6,0.055999999999999994,271.0,94.0,0.96586,,2.18,10.4,1,10,
11731,14799,6,2.3,0.96,0.78,,,32.0,111.0,0.99455,3.25,0.88,17.0,1,7,3.0
11732,14800,6,16.9,2.08,0.51,13.6,0.05,40.0,168.0,1.07997,3.72,0.52,9.6,1,8,4.0
11733,14802,6,8.2,0.18,1.3,22.5,0.033,337.0,321.0,0.9574799999999999,3.0,1.49,14.3,1,9,3.0
11734,14803,2,7.1,0.44,0.26,1.9,0.044000000000000004,12.0,86.0,0.9934,3.63,0.67,12.2,-1,8,
11735,14804,3,7.0,0.16,0.34,2.6,,223.0,90.0,0.9904700000000001,2.01,2.03,11.2,-1,7,1.0
11736,14805,0,6.0,1.84,1.47,4.8,0.04,41.0,281.0,0.91065,4.49,0.56,,1,7,
11737,14806,5,6.4,1.68,0.52,6.9,0.264,278.0,0.0,0.9729399999999999,3.44,0.6,10.5,1,8,1.0
11738,14808,5,4.3,0.36,0.43,43.6,0.053,16.0,,0.9982,2.83,2.02,9.5,1,9,4.0
11739,14809,2,4.4,0.485,0.43,15.8,0.293,58.0,103.0,0.9940000000000001,2.9,1.17,4.9,0,6,1.0
11740,14810,3,11.7,1.32,0.38,61.5,0.027999999999999997,267.0,127.0,0.993,2.79,0.54,5.3,-1,7,
11741,14811,3,24.3,1.89,1.51,48.2,0.046,10.0,781.0,0.9549700000000001,3.06,2.18,10.8,1,10,2.0
11742,14813,4,6.3,0.34,1.82,6.3,,139.0,185.0,0.9948100000000001,3.18,,9.6,1,7,2.0
11743,14814,6,14.9,0.93,0.29,19.6,0.09300000000000001,234.0,91.0,0.9952,2.05,0.46,5.4,0,7,2.0
11744,14816,4,10.9,0.3,0.44,18.5,0.654,267.0,224.0,0.99956,3.93,0.29,13.3,1,7,2.0
11745,14817,4,8.0,0.29,0.49,72.6,0.034,259.0,264.0,0.98024,3.18,,,-1,9,3.0
11746,14818,6,7.4,0.19,0.49,9.3,0.03,26.0,132.0,0.9940000000000001,2.87,0.32,11.9,1,8,3.0
11747,14819,5,5.2,1.675,1.32,6.4,0.9520000000000001,17.0,74.0,0.99892,2.66,2.37,12.3,1,6,2.0
11748,14820,2,13.1,0.55,0.15,9.8,0.42700000000000005,250.0,654.0,0.9957,3.36,0.28,,-2,7,1.0
11749,14821,3,1.6,0.25,0.27,10.7,0.177,47.0,61.0,0.9967,3.22,0.38,,0,7,2.0
11750,14822,4,4.6,1.09,0.55,51.6,0.046,57.0,488.0,0.9946,3.55,0.66,17.2,0,7,1.0
11751,14823,2,1.3,0.32,0.04,7.5,0.243,55.0,473.0,0.9949,2.33,0.2,9.8,-1,6,
11752,14824,4,6.7,0.2,0.36,2.0,0.045,24.0,207.0,0.99284,,,8.1,0,7,2.0
11753,14825,3,9.3,0.29,0.17,12.2,0.41700000000000004,328.0,245.0,0.99903,2.44,0.54,7.9,-1,8,1.0
11754,14826,0,7.2,0.26,0.47,10.4,0.07400000000000001,5.0,17.0,1.0405,2.36,0.81,9.9,2,8,1.0
11755,14827,5,6.0,0.02,2.05,61.6,0.027999999999999997,164.0,502.0,0.9749399999999999,3.28,0.51,11.8,0,7,3.0
11756,14828,0,10.0,0.69,0.11,103.8,0.084,185.0,273.0,0.9957799999999999,1.85,0.47,9.7,0,11,
11757,14829,4,14.7,0.21,1.1,62.3,0.042,168.0,20.0,0.9958,3.26,1.7,3.0,0,8,3.0
11758,14830,5,1.3,1.17,1.07,19.0,0.068,23.0,169.0,0.94695,3.49,0.47,12.2,1,8,3.0
11759,14832,4,7.2,0.27,0.31,1.2,0.685,66.0,38.0,0.98892,3.03,1.35,12.7,0,8,2.0
11760,14834,4,8.5,1.02,0.04,62.5,0.14400000000000002,38.0,218.0,1.0254299999999998,3.53,1.61,10.2,0,5,3.0
11761,14835,0,17.4,0.69,0.74,2.6,0.526,277.0,160.0,0.9994,3.78,0.26,10.8,1,14,
11762,14837,5,3.4,0.61,1.9,59.4,0.156,29.0,19.0,0.98488,3.78,1.16,12.5,1,7,1.0
11763,14838,5,9.9,0.43,0.38,38.7,0.397,160.0,104.0,0.96816,3.14,0.16,13.2,1,8,3.0
11764,14839,5,14.9,1.13,1.23,56.0,0.608,41.0,107.0,0.9801,3.48,1.55,15.8,0,6,4.0
11765,14840,4,6.8,0.18,0.28,112.8,0.027000000000000003,95.0,107.0,0.9908899999999999,3.69,0.06,5.2,-1,7,3.0
11766,14841,0,0.6,0.54,0.04,11.7,0.192,5.0,242.0,1.03604,5.15,,5.9,-1,6,2.0
11767,14842,0,6.4,0.2,0.22,28.6,,53.0,172.0,0.98562,3.24,0.36,12.1,2,7,
11768,14843,5,12.9,1.85,1.14,6.8,0.057,131.0,75.0,0.9949,4.08,0.9,8.7,1,8,3.0
11769,14844,1,9.6,1.62,0.07,,0.45399999999999996,16.0,,0.96009,,0.4,0.2,0,8,2.0
11770,14845,1,0.7,0.81,0.3,20.3,,122.0,95.0,0.99272,3.51,1.17,14.9,-2,9,1.0
11771,14846,0,10.8,1.85,0.59,2.5,0.006,188.0,246.0,1.0001,3.05,1.1,7.3,-1,12,
11772,14847,4,5.1,0.43,0.28,8.3,,369.0,107.0,0.99308,4.09,0.5,11.0,0,6,2.0
11773,14848,5,1.7,0.12,0.33,10.2,0.048,290.0,141.0,1.0454700000000001,3.16,0.48,10.3,1,9,3.0
11774,14849,1,4.5,0.1,0.82,,0.5379999999999999,20.0,703.0,1.0084600000000001,3.43,0.45,13.5,-1,7,
11775,14850,3,7.1,0.43,0.61,11.8,0.467,255.0,,0.9974,3.11,0.45,4.5,0,8,1.0
11776,14851,2,10.4,0.18,0.32,7.2,0.429,17.0,537.0,0.96877,3.42,0.44,10.4,-2,7,
11777,14852,0,9.9,1.16,1.02,5.2,0.011000000000000001,70.0,290.0,0.9408200000000001,,0.4,7.2,0,7,
11778,14853,4,2.9,0.45,1.14,4.0,0.381,222.0,108.0,0.99641,3.11,0.51,9.2,1,8,2.0
11779,14854,0,6.9,0.86,1.06,31.2,0.128,142.0,103.0,1.00119,3.06,,11.1,0,7,
11780,14855,0,1.5,0.54,0.26,74.6,0.209,280.0,332.0,0.9526,2.31,0.54,10.5,0,8,
11781,14857,6,22.2,0.25,0.13,77.15,0.242,19.0,89.0,0.96644,3.35,0.52,15.1,1,7,4.0
11782,14858,0,6.2,0.31,0.41,39.4,0.515,39.0,167.0,0.99006,4.03,0.51,14.0,-1,7,
